action: resupply[$c1],action: resupply[$c2],action: resupply[$c3],action: resupply[$c4],states: quant[$c1],states: quant[$c2],states: quant[$c3],states: quant[$c4]
0,0,15,467,371,0,122,7
0,284,0,185,366,0,133,14
277,0,174,0,361,0,131,8
108,0,288,0,369,0,129,2
57,215,0,55,373,0,127,0
0,389,0,17,375,0,125,0
0,0,0,279,370,7,123,7
81,385,13,11,365,0,121,14
0,0,0,478,373,0,119,8
415,0,0,0,368,0,117,15
0,0,54,431,376,0,115,9
285,0,0,39,371,0,126,16
0,0,0,429,366,0,124,10
0,0,281,27,361,0,122,17
0,20,0,397,356,0,133,24
307,0,35,0,351,0,131,18
38,446,12,0,359,0,129,12
0,0,0,335,367,0,127,6
4,135,0,233,362,0,125,13
0,0,359,0,361,9,123,16
0,0,0,308,356,1,133,10
324,4,0,0,351,0,131,18
0,4,0,372,359,0,129,12
0,97,150,122,354,4,127,19
266,0,0,0,349,13,138,26
0,0,0,369,344,5,136,20
25,161,0,273,339,0,134,27
0,0,107,218,347,0,132,21
0,378,0,0,342,0,143,28
200,156,0,0,337,0,141,22
0,69,111,149,345,0,139,16
35,0,331,0,340,13,150,23
0,0,0,446,335,5,148,17
0,337,0,99,330,0,146,24
404,55,30,0,325,13,144,31
0,413,0,0,328,5,142,25
8,347,69,14,323,18,140,19
154,171,41,31,326,23,151,26
324,0,0,0,321,15,149,20
333,104,0,0,332,7,147,14
97,0,117,268,347,0,145,8
165,0,334,0,355,0,143,2
0,121,0,309,359,0,141,0
28,49,264,82,354,7,139,7
66,277,66,0,362,0,137,1
0,0,453,0,365,0,135,0
0,420,0,0,360,0,140,0
0,349,0,4,0,0,0,0
0,0,0,408,0,349,0,4
55,267,31,0,0,341,0,159
125,0,0,299,14,333,0,153
0,0,286,0,28,325,0,147
485,0,0,0,23,317,19,141
0,0,0,286,39,309,17,135
0,439,0,12,34,301,15,150
0,0,223,99,29,314,13,156
0,0,13,451,24,306,20,159
0,0,0,499,19,298,30,165
0,3,235,207,14,290,28,168
0,345,84,0,9,285,47,183
235,0,226,0,4,277,45,177
61,0,0,257,17,269,43,171
0,0,214,126,33,261,41,165
125,244,62,0,28,253,60,180
0,0,0,445,23,245,58,174
0,206,0,169,18,237,56,189
0,85,83,169,13,250,54,204
0,0,259,153,8,242,52,198
81,0,366,0,3,234,71,213
0,0,0,454,0,226,69,207
15,0,426,0,0,218,67,215
0,0,436,0,15,210,66,209
0,0,0,477,10,202,85,203
0,0,407,0,5,194,83,218
221,0,0,239,0,186,102,212
0,232,0,198,16,178,100,206
0,0,112,305,11,191,98,221
100,254,50,0,6,183,96,215
28,329,0,3,22,175,94,209
361,39,23,0,38,167,92,203
272,0,52,39,54,159,90,197
137,202,0,71,70,151,88,191
0,0,150,260,86,143,86,185
72,157,149,75,81,135,105,200
119,0,166,119,76,127,103,194
0,0,168,176,92,119,101,188
0,0,234,215,87,111,120,203
389,0,64,0,82,103,118,197
95,112,0,89,98,95,116,191
0,0,0,435,114,87,114,185
0,98,339,0,109,79,112,200
29,106,223,42,104,92,131,194
227,0,0,196,99,84,129,188
0,446,0,0,115,76,127,182
51,377,45,0,110,89,125,176
0,200,155,0,126,81,123,170
0,438,0,62,121,94,142,164
0,0,390,109,116,86,140,158
0,312,0,186,111,78,159,173
460,0,0,0,106,70,157,167
0,0,456,0,122,62,155,161
0,0,0,215,117,54,174,155
0,0,76,241,112,46,172,170
312,69,0,0,107,38,191,185
140,279,0,38,102,30,189,179
0,36,137,152,118,22,187,173
0,0,224,152,113,35,206,188
161,9,33,120,108,27,204,182
68,0,0,1,103,19,202,176
0,0,232,0,119,11,200,170
0,346,84,33,114,3,219,164
58,0,441,0,109,16,233,174
9,0,0,434,104,8,231,168
52,0,53,387,108,0,229,163
67,0,335,0,116,0,227,157
0,0,212,213,124,0,225,151
0,0,0,485,119,0,236,158
138,0,7,3,114,0,234,152
84,116,0,61,122,0,232,146
132,142,0,0,130,0,230,140
0,472,0,0,138,0,228,134
0,281,160,0,133,13,226,128
231,0,145,106,128,26,245,122
73,397,0,0,123,18,243,116
0,48,230,0,139,10,241,110
0,481,0,0,134,23,260,104
287,0,0,155,129,15,258,98
0,0,286,138,145,7,256,92
0,219,84,114,140,0,274,106
0,0,0,424,135,0,272,100
262,123,2,0,130,0,270,100
0,0,247,0,138,0,268,94
2,458,0,0,133,0,279,88
253,0,0,245,130,11,277,82
76,68,207,0,146,3,275,76
80,0,0,263,157,0,273,70
0,58,0,412,165,0,271,64
247,0,0,181,160,13,269,71
4,0,388,0,163,5,267,65
60,303,39,74,162,0,279,59
0,475,0,0,170,0,277,53
0,0,0,488,165,13,275,47
0,213,11,73,160,5,273,62
136,52,275,0,155,18,282,74
0,51,95,321,150,10,280,68
0,196,0,69,145,15,291,75
0,380,0,0,140,7,289,69
0,382,0,116,0,0,0,0
0,0,55,423,0,382,0,116
0,0,0,469,0,374,16,126
0,0,257,0,0,366,14,120
0,373,0,53,0,358,28,114
0,170,216,95,0,366,26,124
95,0,265,0,0,358,24,118
0,219,0,153,16,350,22,112
182,174,100,0,11,363,20,127
204,149,74,0,6,355,18,121
31,100,203,0,22,347,16,115
0,0,27,336,38,339,14,109
0,12,53,108,33,331,33,124
109,0,88,0,28,323,31,118
0,0,252,60,44,315,29,112
0,11,355,0,39,307,48,127
0,75,0,380,34,299,46,121
0,276,0,0,29,312,44,136
35,373,0,30,24,304,42,130
134,337,0,0,40,296,40,124
0,251,0,74,56,288,38,118
0,0,226,225,51,301,36,133
291,130,62,0,46,293,34,127
244,0,173,29,62,285,32,121
0,0,480,0,78,277,30,115
0,410,0,0,73,269,49,109
0,0,498,0,68,282,47,103
22,110,0,84,63,274,66,97
278,157,4,0,79,266,64,91
0,0,353,124,95,258,62,85
0,437,0,0,90,250,81,100
0,203,246,32,85,242,79,94
11,0,351,0,80,255,98,109
14,0,0,390,75,247,96,103
301,0,50,0,70,239,94,97
0,159,0,287,86,231,92,91
0,0,0,272,81,244,90,106
121,0,0,339,76,236,88,100
72,94,39,267,92,228,86,94
0,0,355,0,108,220,84,88
46,226,143,68,103,212,103,82
0,0,14,348,119,204,101,76
345,0,0,0,114,196,113,91
244,234,0,0,116,188,111,85
481,0,0,0,132,180,109,79
208,0,290,0,148,172,107,73
0,97,0,389,164,164,105,67
489,11,0,0,159,177,103,82
0,0,208,79,154,169,101,76
340,121,27,0,149,161,120,91
0,0,29,226,144,153,118,85
0,213,0,0,139,145,137,100
180,0,0,0,134,137,135,94
0,0,358,46,150,129,133,88
0,0,477,0,145,121,152,103
0,0,313,74,140,113,150,97
0,0,138,243,135,105,169,112
0,9,354,0,130,97,167,106
0,0,418,0,125,98,186,100
267,0,149,0,120,90,196,94
255,0,0,194,136,82,194,88
0,455,0,24,152,74,192,82
271,19,170,0,147,87,190,97
161,159,43,0,142,79,188,91
109,0,95,146,158,71,186,85
285,0,45,0,174,63,184,79
44,0,355,0,190,55,182,73
0,61,63,0,206,47,180,67
105,339,0,0,201,60,199,61
0,235,0,87,196,52,197,55
337,0,0,0,191,65,195,70
74,361,0,0,186,57,193,64
187,0,46,214,202,49,191,58
194,171,83,0,218,41,189,52
0,0,204,269,234,33,187,46
138,235,0,0,229,25,206,61
290,0,91,0,224,17,204,55
0,409,0,0,240,9,202,49
0,0,368,0,235,22,200,43
47,0,352,14,230,14,219,37
0,0,0,444,246,6,217,31
314,30,115,0,241,0,215,44
15,0,0,321,249,0,213,38
418,0,0,0,257,0,211,32
88,115,56,74,265,0,209,26
140,0,0,86,273,0,207,20
197,107,0,106,281,0,205,14
0,125,227,84,289,0,203,8
2,0,0,454,284,13,214,15
87,235,36,0,279,5,212,9
381,0,0,0,287,0,210,3
44,0,262,193,292,0,208,0
90,4,396,0,294,0,206,0
0,0,290,0,296,0,204,0
406,0,0,5,291,0,209,0
0,0,0,414,293,0,207,0
305,36,56,0,288,0,205,7
0,396,12,0,296,0,203,1
314,0,61,0,291,8,209,0
0,0,99,271,293,0,207,0
420,0,0,0,0,0,0,0
0,265,163,0,420,0,0,0
41,127,98,134,415,85,85,0
24,0,48,357,410,77,83,0
213,221,23,0,405,69,81,0
0,0,392,0,400,61,79,0
119,0,141,0,395,53,77,0
106,0,286,0,390,45,75,0
0,0,4,318,390,37,73,0
443,0,0,0,385,29,75,15
0,79,122,287,397,21,73,9
336,45,115,0,392,34,92,24
0,361,0,0,387,26,90,18
0,0,461,0,382,18,88,12
0,0,369,0,377,10,107,6
179,200,0,0,372,2,126,0
0,0,222,0,376,0,124,0
76,0,382,0,371,0,129,0
224,58,0,0,373,0,127,0
389,0,0,0,375,0,125,0
242,143,28,0,377,0,123,0
16,100,358,0,379,0,121,0
0,0,382,0,381,0,119,0
0,300,188,0,376,0,124,0
0,43,423,0,371,7,129,0
23,0,128,0,366,7,134,0
482,0,0,14,368,0,132,0
69,0,328,25,370,0,130,0
24,362,0,99,372,0,128,0
0,0,0,458,374,0,126,0
112,386,0,0,369,0,124,7
0,0,380,95,377,0,122,1
23,0,353,0,372,0,128,8
24,0,0,374,372,0,126,2
77,0,192,61,376,0,124,0
0,0,234,0,378,0,122,0
204,98,0,181,373,0,127,0
250,156,0,0,375,0,125,0
0,129,339,0,377,0,123,0
100,0,0,0,372,7,128,0
345,0,0,115,374,0,126,0
0,395,0,100,376,0,124,0
117,0,371,0,371,7,122,7
281,0,89,0,379,0,120,1
0,196,120,73,382,0,118,0
0,0,297,0,377,7,123,7
41,167,0,211,372,0,127,1
0,0,254,187,375,0,125,0
0,0,41,369,370,0,130,7
0,0,233,169,365,0,134,7
0,285,0,189,360,0,139,8
89,0,401,0,355,6,137,8
0,0,0,374,363,0,135,2
139,0,102,182,358,0,133,9
0,374,0,35,366,0,131,3
0,256,220,9,361,10,129,10
0,390,0,0,356,13,138,13
225,0,0,261,351,6,136,7
0,66,53,321,365,0,134,1
0,71,320,0,360,8,140,8
82,292,6,0,355,5,143,2
0,74,12,273,359,0,141,0
0,0,0,489,354,7,146,7
0,0,404,0,349,0,144,7
47,423,0,0,344,0,155,1
248,0,0,241,347,0,153,0
132,32,144,111,349,0,151,0
0,348,0,90,351,0,149,0
2,0,294,0,346,7,147,7
0,108,295,68,343,0,156,1
36,0,225,233,338,8,162,8
296,39,0,0,338,0,160,2
0,311,0,0,342,0,158,0
67,0,13,406,337,7,156,0
455,0,0,0,346,0,154,0
257,107,27,0,348,0,152,0
157,266,0,0,350,0,150,0
27,0,386,0,352,0,148,0
64,316,0,0,354,0,146,0
27,0,0,438,356,0,144,0
0,0,382,0,358,0,142,0
57,387,0,0,353,0,147,0
219,0,0,253,355,0,145,0
0,185,0,276,357,0,143,0
0,0,382,0,352,7,141,7
0,383,0,0,347,0,152,1
0,495,0,0,342,8,150,0
258,0,0,0,337,15,148,0
0,87,328,0,347,7,146,0
0,0,408,0,342,14,158,0
242,0,200,0,337,6,157,0
248,0,209,0,345,0,155,0
0,0,332,0,347,0,153,0
181,24,275,0,342,0,158,0
0,0,469,0,344,0,156,0
305,22,0,0,339,0,161,0
0,0,325,0,341,0,159,0
37,164,218,0,336,0,164,0
0,364,109,19,338,0,162,0
0,203,280,0,333,7,167,7
102,0,0,385,0,0,0,0
22,0,0,429,102,0,0,385
37,133,84,204,119,0,0,381
354,0,101,0,125,0,0,375
0,0,0,486,131,0,0,369
142,47,0,25,126,0,0,374
494,0,0,0,132,0,0,368
156,23,0,196,138,0,0,362
0,0,59,352,144,0,0,356
60,0,0,322,139,0,11,361
140,169,0,0,136,0,9,355
85,29,105,4,144,0,7,349
0,459,0,0,152,0,5,343
119,36,0,232,147,13,3,337
307,0,0,10,163,5,1,331
0,0,0,485,175,0,0,325
0,0,0,466,170,0,0,330
0,15,0,401,165,0,0,335
0,380,0,0,160,11,0,340
67,0,0,402,155,11,0,334
0,180,0,291,169,3,0,328
0,0,321,49,164,14,0,336
0,0,0,463,159,6,5,335
299,87,2,53,154,0,3,343
43,0,214,104,162,0,1,337
415,0,0,0,169,0,0,331
0,496,0,0,175,0,0,325
159,6,320,13,170,11,0,319
173,160,0,117,184,3,0,313
0,0,377,0,193,0,0,307
5,0,0,455,188,0,11,301
171,0,0,258,188,0,9,303
0,397,0,0,196,0,7,297
0,104,0,177,191,13,5,291
0,0,0,436,186,26,3,306
0,192,239,0,181,18,1,300
0,0,0,340,176,30,20,294
22,0,400,0,171,22,18,289
0,0,376,0,187,14,16,283
0,0,73,409,182,6,35,277
0,194,281,0,177,0,52,290
286,0,8,0,172,0,50,284
0,89,167,165,174,0,48,278
3,0,0,265,169,13,59,285
1,0,421,0,164,5,57,279
102,58,105,0,160,0,67,273
0,316,90,0,168,0,65,267
74,150,0,235,163,13,76,261
327,68,0,47,166,5,74,255
0,0,220,220,179,0,72,249
87,52,147,0,174,0,83,256
73,0,344,0,169,0,81,250
0,210,5,283,177,0,79,244
0,269,37,133,172,13,82,251
0,0,482,0,167,8,83,248
26,241,0,172,162,0,96,242
472,27,0,0,170,0,94,236
54,8,32,97,178,0,92,230
25,0,0,198,186,0,90,224
0,49,427,0,194,0,88,218
68,0,421,0,189,13,99,212
264,173,41,0,192,5,97,206
357,0,0,93,205,0,95,200
29,23,247,189,213,0,93,194
363,108,0,0,221,0,91,188
138,0,90,230,229,0,89,182
0,251,34,19,237,0,87,176
418,0,0,44,232,13,98,183
0,0,347,0,227,5,96,177
260,100,5,0,222,0,107,171
16,8,0,357,230,0,105,165
0,0,176,199,238,0,103,159
0,329,0,57,233,0,114,166
0,0,0,320,228,0,112,160
0,0,0,402,223,0,110,167
306,29,0,15,218,0,108,174
0,141,26,82,226,0,106,168
309,0,0,154,221,13,117,175
142,0,0,202,216,5,115,169
0,0,195,0,224,0,113,163
0,22,0,273,219,0,124,157
73,0,34,350,214,13,122,164
315,0,0,140,217,5,120,158
106,0,38,278,230,0,118,152
0,0,302,0,238,0,116,146
0,323,0,157,233,0,127,140
0,247,65,0,228,13,125,147
0,365,0,0,223,13,131,141
404,6,0,81,218,18,129,135
0,0,93,345,234,10,127,129
0,340,0,0,229,2,146,144
0,132,275,82,224,0,144,138
0,36,207,234,219,7,149,139
168,0,0,190,214,6,153,139
73,387,0,0,216,0,151,133
243,0,9,0,224,0,149,127
0,0,0,441,232,0,147,121
0,0,355,0,227,0,145,128
95,0,87,247,222,0,156,122
119,372,0,0,230,0,154,116
61,169,0,70,0,0,0,0
0,0,448,0,61,169,0,70
148,1,340,0,56,161,219,64
455,0,0,6,72,153,217,58
482,0,0,0,88,145,215,52
143,83,42,0,104,137,213,46
0,0,37,417,120,129,211,40
141,26,164,0,115,121,230,55
50,17,88,240,110,113,228,49
12,0,0,332,126,105,226,43
0,0,396,0,133,97,224,46
0,468,0,0,128,89,243,40
68,0,297,0,123,102,241,34
0,0,0,415,139,94,239,28
236,0,222,0,134,86,237,43
0,406,24,0,150,78,235,37
76,0,228,136,145,91,254,31
0,489,0,0,140,83,252,25
0,0,346,4,135,96,250,19
205,9,262,23,130,88,269,17
27,1,0,235,142,80,267,11
76,30,233,0,158,72,265,5
0,240,13,222,173,64,263,0
4,466,2,0,168,71,274,15
164,0,116,7,163,63,272,9
10,262,0,0,172,55,270,3
0,46,245,175,177,55,268,0
0,0,154,294,172,62,281,15
86,0,248,0,167,54,279,9
0,347,0,0,174,46,277,3
247,177,0,65,169,56,275,0
0,393,0,0,179,48,273,0
0,157,0,264,174,55,271,0
228,0,0,161,169,62,269,15
35,0,71,284,170,54,267,9
67,235,191,0,186,46,265,3
17,464,0,0,199,38,263,0
131,0,209,94,209,30,261,0
0,0,27,445,219,22,259,0
32,206,0,246,214,14,272,15
0,167,83,130,215,6,270,9
0,379,0,14,210,19,287,22
9,0,97,0,205,11,285,16
0,0,438,0,204,3,283,10
86,0,0,168,199,0,297,4
415,0,0,45,205,0,295,0
175,0,0,303,207,0,293,0
0,274,0,94,209,0,291,0
210,161,2,0,204,7,289,7
49,0,0,421,212,0,287,1
0,360,0,0,215,0,285,0
0,0,99,391,210,7,283,0
0,0,193,240,205,0,295,14
0,0,250,134,200,0,293,8
0,0,205,163,195,0,303,14
0,356,0,102,190,0,302,9
0,463,0,0,185,12,300,15
159,0,15,120,180,13,298,9
62,296,134,0,196,5,296,3
30,11,269,26,206,0,294,0
0,0,184,272,208,0,292,0
0,0,306,0,203,0,297,7
15,0,0,387,198,0,301,1
157,158,0,0,201,0,299,0
0,442,0,0,203,0,297,0
0,0,0,441,198,7,295,0
95,0,0,303,193,0,293,14
322,0,0,0,201,0,291,8
46,36,6,353,209,0,289,2
322,0,35,0,213,0,287,0
47,366,0,0,215,0,285,0
37,0,0,387,217,0,283,0
2,133,0,275,219,0,281,0
381,0,0,0,216,5,279,5
0,127,0,16,223,0,277,0
0,65,408,0,218,7,275,7
0,0,226,159,213,13,286,1
115,0,0,284,208,5,287,3
0,356,0,0,215,0,285,0
51,225,0,0,210,7,283,0
0,0,236,245,219,0,281,0
0,0,142,315,214,0,286,7
0,30,396,0,209,0,290,7
0,0,249,163,204,7,295,1
0,0,355,0,199,0,301,8
214,24,0,0,194,0,304,2
46,0,379,0,198,0,302,0
93,0,210,83,200,0,300,0
64,343,0,0,202,0,298,0
112,275,106,0,204,0,296,0
0,118,324,0,206,0,294,0
0,0,439,0,201,7,299,0
0,367,0,111,196,0,304,0
211,0,0,0,191,7,302,7
472,0,23,0,199,0,300,1
0,222,29,66,202,0,298,0
0,410,0,0,197,7,303,7
0,446,0,0,192,6,301,1
0,397,0,19,187,14,299,0
149,0,237,106,182,21,297,15
140,0,0,303,0,0,0,0
13,17,226,205,140,0,0,303
189,0,167,27,148,17,55,352
116,0,318,30,143,9,53,346
0,19,0,439,138,1,51,340
0,130,0,281,133,0,49,334
0,0,24,234,128,0,47,328
0,223,150,0,123,0,55,332
0,0,56,352,118,3,56,326
31,0,260,199,113,0,67,333
0,76,0,366,108,0,65,327
63,136,160,0,103,13,63,334
0,0,344,0,106,5,61,328
0,0,0,163,101,0,77,322
0,259,0,138,96,0,75,329
0,0,170,102,91,13,73,336
199,0,0,197,86,5,79,338
73,0,324,0,91,0,77,332
0,96,236,0,99,0,75,326
63,0,64,73,94,13,86,320
339,0,142,0,97,5,84,314
131,0,324,0,110,0,82,308
19,453,0,0,118,0,80,302
218,14,185,0,126,0,78,296
214,0,0,0,134,0,76,290
27,91,320,2,142,0,74,284
211,0,32,185,150,0,72,278
0,126,0,354,158,0,70,272
129,0,122,0,153,13,68,279
0,0,229,56,156,5,66,273
36,111,219,0,151,0,82,285
0,417,0,78,146,0,80,279
0,0,160,201,141,8,78,281
105,0,25,0,136,0,89,288
274,73,54,0,131,0,87,282
0,447,2,0,139,0,85,276
0,382,0,62,134,13,85,270
0,71,74,67,129,24,83,283
0,0,471,0,124,18,83,279
0,0,0,477,119,10,98,273
0,0,33,371,114,2,96,288
0,356,0,109,109,0,109,297
279,127,0,0,104,0,107,291
0,0,230,202,110,0,105,285
94,0,29,99,105,0,116,292
0,0,478,0,100,0,114,286
0,315,0,148,95,0,125,280
0,79,320,0,90,13,123,287
0,83,376,0,85,13,129,281
0,33,226,0,80,18,140,275
0,32,252,0,75,18,146,269
0,0,425,0,70,23,157,263
0,400,0,0,65,15,163,257
0,0,0,301,60,28,161,251
3,0,0,341,55,20,159,266
464,0,0,0,53,12,157,278
82,333,76,0,69,4,155,272
0,0,456,0,81,0,153,266
0,403,0,0,76,0,164,260
294,0,157,0,71,13,162,254
10,0,172,223,87,5,160,248
0,0,69,333,92,0,166,250
48,196,107,0,87,0,169,249
0,0,122,280,90,0,167,243
0,0,0,346,85,0,178,250
373,0,0,107,80,0,176,244
106,28,100,19,88,0,174,238
273,0,0,0,96,0,172,232
0,430,0,0,104,0,170,226
43,55,0,337,99,13,168,220
313,0,0,0,115,5,166,214
47,139,77,135,128,0,164,208
0,223,134,61,136,0,162,202
0,287,0,0,131,13,173,209
331,98,0,0,126,5,171,203
0,73,0,390,134,0,169,197
162,152,0,148,129,13,167,204
0,71,76,313,132,5,165,198
237,0,89,10,127,18,181,210
162,0,0,170,122,10,179,204
53,93,89,180,123,2,177,198
0,240,0,244,133,0,175,192
119,0,71,268,128,13,173,199
141,0,220,128,131,5,171,193
0,384,0,0,144,0,169,187
53,0,387,28,139,13,167,181
192,31,3,20,155,5,165,175
279,0,37,137,168,0,163,169
12,29,19,224,176,0,161,163
0,149,305,38,183,1,160,158
36,407,0,0,178,12,170,164
153,72,0,87,173,4,168,158
247,87,152,0,182,0,166,152
0,0,497,0,190,0,164,146
38,0,0,312,185,0,175,140
0,221,93,0,193,0,173,134
0,295,104,0,188,13,184,128
185,96,0,205,183,13,190,122
12,30,239,0,191,5,188,116
61,147,32,80,198,6,192,110
349,0,91,0,0,0,0,0
21,0,387,0,349,0,91,0
0,0,0,490,365,0,135,0
6,51,317,118,360,0,133,7
0,32,46,227,361,7,138,8
0,183,0,302,356,6,142,8
0,0,499,0,351,7,140,9
0,472,0,0,346,0,151,3
0,293,100,0,341,10,149,0
0,0,451,0,336,17,162,0
0,269,231,0,331,9,160,0
0,179,303,0,326,16,173,0
94,0,0,234,321,8,171,0
0,61,163,0,331,0,169,0
0,0,0,322,326,7,174,0
21,116,15,131,321,0,172,7
299,182,0,0,329,0,170,1
0,0,364,47,332,0,168,0
0,0,11,423,327,0,173,7
0,251,0,0,322,0,177,7
380,72,0,0,317,7,175,1
0,0,368,131,327,0,173,0
0,0,147,182,322,0,178,7
0,496,0,0,317,0,182,7
272,0,0,0,312,7,180,1
0,1,419,0,322,0,178,0
0,83,0,263,317,1,183,0
0,0,0,372,312,7,181,7
270,0,0,125,307,0,179,14
46,79,309,0,315,0,177,8
0,0,0,477,323,0,175,2
435,0,0,1,318,0,173,9
0,0,0,458,326,0,171,3
133,0,183,0,321,0,169,10
134,254,47,0,329,0,167,4
0,0,0,348,335,0,165,0
0,286,40,15,330,0,163,7
240,0,0,0,325,13,174,14
0,209,0,287,320,5,172,8
62,286,0,0,315,13,170,15
456,0,0,0,318,5,168,9
201,0,0,143,331,0,166,3
0,293,0,161,336,0,164,0
116,31,0,310,331,7,162,7
23,0,305,118,339,0,160,1
35,17,33,239,342,0,158,0
0,0,0,464,344,0,156,0
0,351,0,60,339,0,154,7
0,241,0,127,334,13,152,14
65,0,87,193,329,13,150,16
382,0,82,7,337,5,148,10
172,36,195,47,350,0,146,4
222,0,0,120,356,0,144,0
1,175,298,0,358,0,142,0
0,0,17,460,354,6,146,0
160,190,99,0,349,0,151,7
116,0,0,164,350,0,149,1
0,267,0,0,353,0,147,0
0,0,43,258,348,7,145,0
0,259,0,188,343,0,157,14
257,10,0,0,338,0,155,8
92,0,86,264,345,0,153,2
14,47,355,0,349,0,151,0
198,77,110,23,351,0,149,0
59,290,11,36,353,0,147,0
0,253,2,169,355,0,145,0
88,227,0,0,350,7,145,7
472,0,0,0,356,0,143,1
62,248,0,0,359,0,141,0
0,448,0,0,361,0,139,0
77,263,0,130,356,7,137,0
37,0,450,0,365,0,135,0
0,0,32,276,367,0,133,0
97,178,113,100,362,0,138,7
0,53,236,194,363,0,136,1
0,0,299,0,358,8,142,8
250,0,0,178,353,0,145,2
61,0,135,163,357,0,143,0
301,0,117,43,359,0,141,0
0,0,0,465,361,0,139,0
0,73,0,326,356,0,137,7
0,0,221,259,351,13,135,14
26,0,186,0,346,5,141,16
396,0,0,0,351,0,139,10
292,90,0,39,359,0,137,4
448,0,32,0,365,0,135,0
223,58,197,0,367,0,133,0
0,33,262,13,369,0,131,0
73,14,388,0,364,7,136,7
0,218,142,12,365,0,134,1
0,0,0,468,360,8,140,8
0,444,0,0,355,0,138,7
190,0,0,277,350,13,136,1
77,0,207,106,361,5,134,0
155,113,0,173,368,0,132,0
0,489,0,0,370,0,130,0
0,115,361,0,365,7,128,0
0,0,262,191,360,14,140,0
389,78,0,0,355,6,139,1
0,295,0,0,363,0,137,0
239,55,0,72,0,0,0,0
220,0,0,277,239,55,0,72
2,0,0,446,387,47,0,66
0,0,333,98,384,39,0,77
45,0,16,371,379,31,19,90
276,0,0,76,376,23,17,84
461,0,0,0,392,15,15,78
0,309,140,0,408,7,13,72
0,0,0,396,403,20,31,66
0,445,0,0,398,12,29,61
283,124,31,0,393,25,27,55
0,81,138,0,409,17,25,49
2,0,249,90,404,30,44,43
86,0,0,178,399,22,42,37
460,0,0,0,415,14,40,31
386,0,0,28,431,6,38,25
393,0,0,0,445,0,36,19
0,396,0,0,453,0,34,13
101,141,195,0,448,13,32,7
0,376,0,90,464,5,30,1
0,395,0,0,459,13,28,13
397,12,0,0,454,13,26,7
0,0,235,0,470,5,24,1
259,0,14,180,465,0,35,0
442,0,0,0,467,0,33,0
0,36,198,212,469,0,31,0
86,242,0,159,464,7,36,7
0,9,456,0,465,0,34,1
0,81,182,120,460,8,40,0
86,106,3,168,455,7,45,7
27,0,405,15,456,0,43,1
28,101,0,0,459,0,41,0
0,87,144,219,461,0,39,0
43,0,383,0,456,7,44,7
0,310,0,141,457,0,42,1
67,220,161,0,452,8,40,8
0,393,0,0,460,0,38,2
57,75,75,0,455,9,36,0
230,183,0,0,465,1,34,0
16,435,13,0,468,0,32,0
138,19,280,0,470,0,30,0
0,0,0,296,472,0,28,0
0,211,0,283,467,0,26,7
311,0,37,0,462,13,24,14
288,89,0,123,465,5,22,8
333,0,121,19,478,0,20,2
0,396,0,0,482,0,18,0
55,134,0,203,477,7,16,0
140,146,66,0,486,0,14,0
0,0,0,470,488,0,12,0
19,315,71,0,483,0,10,7
253,173,0,55,491,0,8,1
0,433,0,0,494,0,6,0
189,0,27,24,489,7,4,0
22,324,79,0,498,0,2,0
0,0,0,220,500,0,0,0
0,387,0,36,495,0,0,5
0,0,417,0,490,10,0,10
0,244,0,250,485,2,9,4
0,0,0,424,480,13,7,13
0,209,52,140,475,5,5,15
0,281,68,51,470,18,21,27
0,56,88,103,465,10,19,21
162,126,0,0,460,8,23,21
220,0,100,156,464,0,21,15
112,0,205,0,472,0,19,9
20,20,310,0,480,0,17,3
138,0,233,0,485,0,15,0
314,111,0,0,487,0,13,0
246,0,0,0,489,0,11,0
220,0,0,276,491,0,9,0
34,224,0,0,493,0,7,0
381,0,53,0,495,0,5,0
171,0,0,0,497,0,3,0
311,148,0,0,499,0,1,0
489,0,0,0,500,0,0,0
0,169,0,0,500,0,0,0
0,406,0,0,495,5,0,0
396,0,0,0,490,10,0,0
12,197,0,239,498,2,0,0
0,0,26,342,500,0,0,0
0,150,60,95,495,0,5,5
59,0,144,0,490,7,10,7
0,0,71,184,491,0,8,1
296,0,64,59,486,0,14,8
92,140,99,56,486,0,12,2
105,199,47,0,490,0,10,0
87,227,0,0,492,0,8,0
0,141,100,49,494,0,6,0
353,0,0,0,489,7,11,7
0,0,13,429,490,0,9,1
0,0,299,48,485,0,15,8
147,150,0,138,480,0,18,7
430,0,0,28,483,0,16,1
84,42,302,0,486,0,14,0
447,0,0,0,488,0,12,0
0,0,190,0,490,0,10,0
0,0,21,421,485,0,15,0
0,364,102,0,480,0,20,7
294,0,91,0,475,6,24,1
232,171,90,0,0,0,0,0
9,0,0,372,232,171,90,0
0,0,358,0,236,163,88,13
0,0,267,81,231,155,107,7
387,0,72,0,226,147,126,22
137,66,132,48,221,139,124,16
0,291,0,60,237,131,122,10
0,0,0,498,232,144,120,25
126,0,235,0,227,136,118,19
32,200,0,224,243,128,116,13
87,0,129,0,259,120,114,7
0,244,166,0,275,112,112,1
178,267,0,12,270,120,126,0
0,0,239,251,265,112,124,0
214,0,59,0,260,104,136,14
12,156,115,149,262,96,134,8
327,0,172,0,269,97,141,11
109,0,29,196,267,89,139,5
299,187,0,0,282,81,137,0
0,488,0,0,292,73,135,0
0,490,0,0,287,80,133,0
0,189,253,3,282,87,131,0
156,0,321,0,277,94,144,3
